URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,37.0,72.0,-0.3211009144853127,0.1472972970982469,16.702702251278318,0.6715210355987055,6.94968931475081,16.7027027027027,607.0,618.0,1543.0,1.0,6.605177993527508
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,35.0,73.0,-0.3518518485939644,0.08326908243387117,22.869564720226855,0.7300380228136882,9.439841097216217,22.869565217391305,607.0,1052.0,2628.0,1.0,6.931558935361217
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,33.0,76.0,-0.39449540922481274,0.16292974564584492,13.292682602617498,0.7247706422018348,5.606981297927733,13.292682926829269,607.0,545.0,1374.0,1.0,6.741284403669725
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,52.0,78.0,-0.1999999984615385,0.16331658270940128,9.808823385164363,0.6686656671664168,4.190995620932312,9.808823529411764,607.0,667.0,1627.0,1.0,6.383808095952024
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,41.0,56.0,-0.15463917366351368,0.14017341020206156,19.281249397460957,0.713128038897893,7.99775097454354,19.28125,607.0,617.0,1528.0,1.0,6.575364667747164
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,63.0,95.0,-0.2025316442877744,0.1654450260047696,25.064515320499506,0.6731016731016731,10.295046797440472,25.06451612903226,607.0,777.0,1976.0,1.0,7.054054054054054
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,12.0,17.0,-0.17241378715814526,0.2416666646527778,11.999998500000189,0.6979166666666666,5.079166066666742,12.0,607.0,96.0,222.0,1.0,6.260416666666667
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,52.0,99.0,-0.3112582760843823,0.19920844300895985,12.294117405997698,0.7081339712918661,5.200900550915826,12.294117647058824,607.0,627.0,1485.0,1.0,6.355661881977672
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,22.0,59.0,-0.45679011781740597,0.1698113203987184,18.249999087500044,0.726027397260274,7.590410593904128,18.25,607.0,365.0,879.0,1.0,6.5698630136986305
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,42.0,84.0,-0.3333333306878307,0.16406249978637696,14.93333300148149,0.7351190476190477,6.267380819640215,14.933333333333334,607.0,672.0,1734.0,1.0,6.901785714285714
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,33.0,54.0,-0.24137930757035278,0.13593749978759767,20.269229989644998,0.7229601518026565,8.396876056579062,20.26923076923077,607.0,527.0,1312.0,1.0,6.550284629981024
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,15.0,22.0,-0.18918918407596802,0.1249999995777027,27.11110809876577,0.7704918032786885,11.152639960817783,27.11111111111111,607.0,244.0,626.0,1.0,7.278688524590164
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,20.0,26.0,-0.13043477977315696,0.10430838978614877,14.279999428800021,0.6554621848739496,5.974184645469588,14.28,607.0,357.0,749.0,1.0,6.086834733893557
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,59.0,100.0,-0.2578616335983545,0.21399730792194172,31.578945706371275,0.7566666666666667,12.934244949215177,31.57894736842105,607.0,600.0,1567.0,1.0,7.091666666666667
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,40.0,51.0,-0.12087911955077892,0.22195121897085068,21.749998640625083,0.6379310344827587,8.955171870043136,21.75,607.0,348.0,739.0,1.0,5.758620689655173
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,15.0,71.0,-0.6511627831260142,0.11894882417849402,25.652172797731616,0.7457627118644068,10.55917420383841,25.652173913043477,607.0,590.0,1513.0,1.0,7.105084745762712
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,29.0,67.0,-0.3958333292100695,0.1405563687546759,15.07894697160666,0.7853403141361257,6.345714914297115,15.078947368421053,607.0,573.0,1530.0,1.0,7.0890052356020945
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,54.0,117.0,-0.3684210504770699,0.22922251979996983,13.909090592975215,0.7271241830065359,5.8544859103927,13.909090909090908,607.0,612.0,1565.0,1.0,6.939542483660131
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,43.0,81.0,-0.3064516104318419,0.13093980978781436,14.301886522605916,0.6978891820580475,5.999910281865585,14.30188679245283,607.0,758.0,1778.0,1.0,6.506596306068602
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,48.0,74.0,-0.21311475235151842,0.11810261363204005,13.531249788574222,0.6905311778290993,5.6887123865613285,13.53125,607.0,866.0,2052.0,1.0,6.497690531177829
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,51.0,96.0,-0.3061224468971262,0.1119573494958436,20.377358106087584,0.7101851851851851,8.435017316509109,20.37735849056604,607.0,1080.0,2632.0,1.0,6.6342592592592595
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,20.0,42.0,-0.35483870395421446,0.12109374976348877,46.39999536000047,0.5926724137931034,18.797067109517428,46.4,607.0,464.0,915.0,1.0,5.467672413793103
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,79.0,118.0,-0.1979695421422866,0.14453411581472184,20.648147765775043,0.7390134529147983,8.554864487475937,20.64814814814815,607.0,1115.0,2895.0,1.0,6.960538116591929
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,43.0,74.0,-0.264957262692673,0.14320685416988146,10.44615368544379,0.6480117820324006,4.437666186990476,10.446153846153846,607.0,679.0,1517.0,1.0,5.96759941089838
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,9.0,33.0,-0.5714285578231296,0.166666666005291,19.7999980200002,0.7171717171717171,8.206867894868767,19.8,607.0,198.0,522.0,1.0,7.414141414141414
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,71.0,132.0,-0.30049260935717925,0.12640099618530448,17.6710523990651,0.6976917349218168,7.347497653594768,17.67105263157895,607.0,1343.0,3173.0,1.0,6.598659717051378
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,58.0,101.0,-0.270440249871445,0.17491749155674644,13.982455895044634,0.6549560853199499,5.854964792145834,13.982456140350877,607.0,797.0,1776.0,1.0,5.9372647427854455
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,55.0,105.0,-0.312499998046875,0.12789768175228003,13.554053870891165,0.6919242273180458,5.698391239283684,13.554054054054054,607.0,1003.0,2373.0,1.0,6.406779661016949
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,73.0,125.0,-0.2626262612998674,0.16404308188563124,25.549999361250016,0.7426614481409002,10.517064323756367,25.55,607.0,1022.0,2507.0,1.0,6.700587084148728
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,70.0,105.0,-0.19999999885714287,0.1200274347599263,21.79629589266119,0.723874256584537,9.00806805969829,21.796296296296298,607.0,1177.0,2914.0,1.0,6.794392523364486
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,88.0,77.0,0.06666666626262627,0.1311605722327817,17.68421021606649,0.7490079365079365,7.373287261029771,17.68421052631579,607.0,1008.0,2681.0,1.0,7.034722222222222
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,34.0,64.0,-0.30612244585589343,0.1675213672350062,16.78571368622451,0.7,6.994285474489804,16.785714285714285,607.0,470.0,1150.0,1.0,6.729787234042553
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,49.0,114.0,-0.3987730036885092,0.1443755534593662,16.482142562818883,0.7562296858071506,6.895348899450413,16.482142857142858,607.0,923.0,2381.0,1.0,6.9555796316359695
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,48.0,61.0,-0.11926605395168759,0.1600587369162133,13.585365522308159,0.7145421903052065,5.719963085045347,13.585365853658537,607.0,557.0,1364.0,1.0,6.531418312387792
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,19.0,56.0,-0.49333332675555563,0.14097744334402737,17.374999276041695,0.7410071942446043,7.24640258811452,17.375,607.0,417.0,1054.0,1.0,6.729016786570743
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,40.0,90.0,-0.38461538165680476,0.10664479072465562,95.72726402479418,0.7350427350427351,38.58492270393477,95.72727272727273,607.0,1053.0,2625.0,1.0,6.726495726495727
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,92.0,85.0,0.0395480223754349,0.13958990525268933,16.184615135621307,0.75,6.773846054248523,16.184615384615384,607.0,1052.0,2653.0,1.0,6.830798479087452
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,49.0,65.0,-0.14035087596183443,0.1112195120866151,13.483333108611115,0.7218788627935723,5.682084788561875,13.483333333333333,607.0,809.0,2004.0,1.0,6.65512978986403
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,59.0,86.0,-0.18620689526753867,0.1923076920526423,17.527777290895077,0.7987321711568938,7.330603784820788,17.52777777777778,607.0,631.0,1811.0,1.0,7.502377179080824
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,17.0,35.0,-0.34615383949704154,0.18439716246667673,15.99999885714294,0.7991071428571429,6.719642400000033,16.0,607.0,224.0,657.0,1.0,7.428571428571429
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,18.0,15.0,0.09090908815427007,0.15492957673741983,14.666665444444547,0.6534090909090909,6.128029814141456,14.666666666666666,607.0,176.0,371.0,1.0,5.670454545454546
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,13.0,30.0,-0.39534882801514354,0.186956520926276,14.384614278106595,0.6737967914438503,6.023364427820178,14.384615384615385,607.0,187.0,478.0,1.0,6.855614973262032
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,9.0,22.0,-0.4193548251821024,0.17919075040930202,9.923076159763372,0.6821705426356589,4.242098680959613,9.923076923076923,607.0,129.0,304.0,1.0,6.209302325581396
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,11.0,30.0,-0.4634146228435458,0.26282051113576593,32.749991812502046,0.7709923664122137,13.408393671565705,32.75,607.0,131.0,356.0,1.0,7.068702290076335
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,43.0,53.0,-0.10416666558159723,0.19354838670655566,11.818181460055108,0.717948717948718,5.01445207120153,11.818181818181818,607.0,390.0,1047.0,1.0,7.194871794871795
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,30.0,72.0,-0.4117647018454441,0.13896457746735072,15.230768840236697,0.7037037037037037,6.373789017576161,15.23076923076923,607.0,594.0,1426.0,1.0,6.565656565656566
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,22.0,68.0,-0.5111111054320988,0.13196480919066744,19.78571357908166,0.6895306859205776,8.190097706000895,19.785714285714285,607.0,554.0,1303.0,1.0,6.388086642599278
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,67.0,113.0,-0.2555555541358025,0.14527845024594152,17.372881061476594,0.7639024390243903,7.254713400200394,17.372881355932204,607.0,1025.0,2623.0,1.0,6.924878048780488
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,17.0,54.0,-0.5211267532235668,0.17317073128494945,13.2592587681756,0.7094972067039106,5.587502389951805,13.25925925925926,607.0,358.0,854.0,1.0,6.628491620111732
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,22.0,41.0,-0.30158729680020163,0.10327868835528084,17.161289768990653,0.7631578947368421,7.1697790654909985,17.161290322580644,607.0,532.0,1323.0,1.0,6.973684210526316
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,48.0,79.0,-0.24409448626697255,0.19538461508402366,14.333332965811977,0.7531305903398927,6.034585422460748,14.333333333333334,607.0,559.0,1402.0,1.0,7.073345259391771
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,57.0,50.0,0.06542056013625645,0.09021922420723505,18.679999626400008,0.7034261241970021,7.753370300238804,18.68,607.0,934.0,2320.0,1.0,6.725910064239828
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,40.0,67.0,-0.2523364462398463,0.12783751478155614,11.49180309029831,0.724679029957204,4.8865928481022065,11.491803278688524,607.0,701.0,1773.0,1.0,6.717546362339515
145,https://insights.blackcoffer.com/blockchain-in-fintech/,50.0,39.0,0.123595504229264,0.18016194295513777,23.61110979938279,0.7929411764705883,9.761620390341351,23.61111111111111,607.0,425.0,1230.0,1.0,7.748235294117647
146,https://insights.blackcoffer.com/blockchain-for-payments/,42.0,82.0,-0.32258064255983354,0.17127071799548244,9.983870806711762,0.6591276252019386,4.25719937276548,9.983870967741936,607.0,619.0,1566.0,1.0,6.686591276252019
147,https://insights.blackcoffer.com/the-future-of-investing/,,,,,,,,,,,,,
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,,,,,,,,,,,,,
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,,,,,,,,,,,,,
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,,,,,,,,,,,,,
